text,label,source,domain,split
"chương trình dạy lý thuyết và thực hành nên khớp với nhau hơn , tránh tình trạng thực hành trước khi học lý thuyết .",negative,UIT-VSFC,education,train
"thầy giảng dạy nhiệt tình , dễ hiểu .",positive,UIT-VSFC,education,train
mong giảng viên ngày càng chấn chỉnh việc dạy học để các khoá sau được hiểu tốt hơn .,negative,UIT-VSFC,education,train
"thầy dạy rất có tâm , và giảng cho sinh viên rất nhiều thứ !",positive,UIT-VSFC,education,train
"nội dung khảo sat quá dài , nhiều mục lặp đi lặp lại , nhiều bạn khảo sát mà không cần đọc , toàn tích chàn .",negative,UIT-VSFC,education,train
dạy tốt và rất nhiệt tình chỉ dạy hoc sinh .,positive,UIT-VSFC,education,train
"nhiệt tình , tân tâm .",positive,UIT-VSFC,education,train
"nhưng học mới thấy kiến thức thầy dạy rất hay , bám sát thực tế , thầy dạy rất nhiệt tình , vui vẻ , khác với mọi người nói .",positive,UIT-VSFC,education,train
bài tập rất hay .,positive,UIT-VSFC,education,train
thầy cô cần cho nhiều dạng bài tập sát với đề thi hơn .,negative,UIT-VSFC,education,train
"thầy giảng hay nhưng nên tự tin hơn , nói to hơn để học sinh hiểu bài một cách rõ ràng hơn .",positive,UIT-VSFC,education,train
"mong thầy vui tính , gần gũi với sinh viên hơn .",positive,UIT-VSFC,education,train
"giáo viên vui tính , hòa đồng , nhiệt tình .",positive,UIT-VSFC,education,train
cung cấp kiến thức trọng tâm .,positive,UIT-VSFC,education,train
cố gắng truyền đạt một cách tốt nhất để sinh viên được hiểu .,positive,UIT-VSFC,education,train
giọng của giảng viên nhỏ dù đã sử dụng micro .,negative,UIT-VSFC,education,train
"dù phương pháp học tập này khá hiệu quả nhưng vẫn có chút nào đó nghi ngờ từ phần thuyết trình của các bạn , liệu các kiến thức đó có chuẩn xác và cập nhật chưa .",neutral,UIT-VSFC,education,train
giáo viên có phong cách giảng dạy nghiêm túc .,positive,UIT-VSFC,education,train
"cô rất vui tính nà , không khí lớp lúc nào cũng vui hết , cô dạy rất hay , dễ hiểu !",positive,UIT-VSFC,education,train
"giảng viên giảng dạy rất tốt , thường xuyên cung cấp thêm nhiều kiến thức .",positive,UIT-VSFC,education,train
"thầy luôn nhiệt tình , có những chia sẻ rất gần gũi với sinh viên .",positive,UIT-VSFC,education,train
có khả năng truyền đạt tốt .,positive,UIT-VSFC,education,train
thậm chí còn không có bài nào khó bằng các bài trong nội dung của lớp chuyên tin ở các trường cấp 3 .,negative,UIT-VSFC,education,train
thầy dạy tận tụy và tâm huyết .,positive,UIT-VSFC,education,train
thầy nên có cách dạy mới cho môn học này để được kết quả tốt cho tất cả mọi người thay vì để rớt rất nhiều người !,negative,UIT-VSFC,education,train
lịch thi thực hành cần được thông báo sớm tới sinh viên và phù hợp với thời gian môn học .,negative,UIT-VSFC,education,train
cô nên giảng kỹ và chi tiết từng bài vì nhiều bài đa số các bạn chưa hiểu thì cô lại giảng nhanh để chuyển qua bài khác .,negative,UIT-VSFC,education,train
dạy tốt đúng trọng tâm những gì cần biết .,positive,UIT-VSFC,education,train
"nhiệt tình , lên lớp đúng giờ , dạy dễ hiểu .",positive,UIT-VSFC,education,train
"nếu em buồn ngủ , dù lên lớp em vẫn sẽ ngủ , mà ngủ ở trên lớp thì đau lưng và tê chân lắm .",negative,UIT-VSFC,education,train
cơ mà em học môn này em hiểu colonlove .,positive,UIT-VSFC,education,train
thiếu kinh nghiệm truyền đạt .,negative,UIT-VSFC,education,train
bài giảng thú vị .,positive,UIT-VSFC,education,train
em nghĩ nội dung thực hành nên gần với đồ án hơn .,negative,UIT-VSFC,education,train
thầy nhiệt huyết và giảng bao quát đề cập đến nhiều khía cạnh của bài học vấn đề .,positive,UIT-VSFC,education,train
giảng viên giảng bài kỹ .,positive,UIT-VSFC,education,train
"hệ thống đồ án chấm điểm theo mức độ hoàn thành của sinh viên , tạo sự ganh đua không hề nhẹ với những nhóm làm chung đồ án , kích thích sáng tạo không ngừng tìm hiểu xây dựng thêm chức năng mới cho đồ án nếu muốn được điểm cao .",positive,UIT-VSFC,education,train
"nhiệt tình , tâm huyết .",positive,UIT-VSFC,education,train
ít chú trọng phần ngữ pháp .,negative,UIT-VSFC,education,train
"giảng viên còn chưa tận tâm , phong cách giảng dạy chưa thu hút được sinh viên .",negative,UIT-VSFC,education,train
"giảng rất dễ hiểu , hướng dẫn làm thực hành tốt .",positive,UIT-VSFC,education,train
"thầy dạy rất nhiệt tình , khi dạy thầy luôn đi tới từng sinh viên để hướng dẫn .",positive,UIT-VSFC,education,train
giảng viên nhiệt tình trong giảng dạy và chấm điểm .,positive,UIT-VSFC,education,train
"cách truyền đạt kiến thức đối với em là rất hiệu quả , trao đổi bài với sinh viên , cô rất nhiệt tình !",positive,UIT-VSFC,education,train
"giảng dạy hay , dễ hiểu , tận tình .",positive,UIT-VSFC,education,train
"kiến thức rộng , kinh nghiệm thực tế nhiều , truyền cảm hứng cho sinh viên .",positive,UIT-VSFC,education,train
cách dạy sáng tạo .,positive,UIT-VSFC,education,train
giảng bài dễ tiếp thu .,positive,UIT-VSFC,education,train
em rất hài lòng với cô .,positive,UIT-VSFC,education,train
"thầy dạy dễ hiểu , sinh động .",positive,UIT-VSFC,education,train
cô chưa nắm bắt được thực trạng học của sinh viên .,negative,UIT-VSFC,education,train
ảnh hưởng đến tiến độ học tập và quỹ thời gian của sinh viên ( do học bù ) .,negative,UIT-VSFC,education,train
cô giảng bài dễ hiểu .,positive,UIT-VSFC,education,train
điều em hài lòng nhất đó là thầy đi rất đúng giờ và không dạy quá nhanh .,positive,UIT-VSFC,education,train
nên có giáo trình thống nhất cho tất cả các lớp và học kỳ học .,negative,UIT-VSFC,education,train
em nghĩ cần có các bài tập lớn để nâng cao khả năng lập trình của các sinh viên .,negative,UIT-VSFC,education,train
rất nhiệt tình với sinh viên .,positive,UIT-VSFC,education,train
"giảng viên có phương pháp giảng dạy hay , cập nhật , phù hợp với sinh viên .",positive,UIT-VSFC,education,train
giảng dạy tốt và có tâm .,positive,UIT-VSFC,education,train
dạy lý thuyết hơi nhiều .,negative,UIT-VSFC,education,train
giảng viên chấm bài quy chụp theo kết quả .,neutral,UIT-VSFC,education,train
"thời lượng môn học quá dài , sinh viên cảm thấy mệt mỏi .",negative,UIT-VSFC,education,train
giảng viên vui tính dễ tương tác với sinh viên .,positive,UIT-VSFC,education,train
"nhiệt tình hay giúp đỡ sinh viên khi không biết , cho nhiều bài tập .",positive,UIT-VSFC,education,train
"thầy cho điểm phần nào còn theo cảm tính , chưa được công bằng .",negative,UIT-VSFC,education,train
thầy giảng dạy rất nhiệt tình .,positive,UIT-VSFC,education,train
"thầy nhiệt tình , bài giảng phong phú đa dạng .",positive,UIT-VSFC,education,train
không có gì đặc biệt .,neutral,UIT-VSFC,education,train
"mỗi tháng chỉ gặp giảng viên một lần rất khó cho việc học hỏi , hướng dẫn từ giáo viên .",negative,UIT-VSFC,education,train
"thầy nên chuẩn bị riêng một slide cho mình để giảng dạy , không nên lấy slide của người khác rồi đến khi sơ sót , thầy lại lấy cái lý do "" đây không là slide của tôi "" , "" cái này tôi cũng không rõ nữa "" .",negative,UIT-VSFC,education,train
thầy cho làm các bài tập tại lớp trong khi sinh viên chưa biết gì về vấn đề đó .,negative,UIT-VSFC,education,train
đôi khi đi quá sâu vào một vấn đề bên lề .,negative,UIT-VSFC,education,train
"giảng viên dạy tận tâm , nhiệt tình , dễ hiểu .",positive,UIT-VSFC,education,train
cô thật nhiệt tình .,positive,UIT-VSFC,education,train
phòng thực hành tốt .,positive,UIT-VSFC,education,train
"nói chuyện lan man , không liên quan đến môn học quá nhiều .",negative,UIT-VSFC,education,train
giảng viên rất tận tâm .,positive,UIT-VSFC,education,train
phân bổ hợp lý thời gian học và nên cho xem nhiều video hơn là nghe .,negative,UIT-VSFC,education,train
"thầy bận nhiều nên cũng nghỉ nhiều , hi vọng thầy có thể sắp xếp thời gian .",negative,UIT-VSFC,education,train
giáo viên sử dụng giờ trên lớp hiệu quả .,positive,UIT-VSFC,education,train
"giáo viên tận tình , dạy truyền đạt tốt .",positive,UIT-VSFC,education,train
"giảng viên dạy tốt , nhiệt tình .",positive,UIT-VSFC,education,train
giảng viên tạo cảm hứng cho sinh viên học tập .,positive,UIT-VSFC,education,train
chán .,negative,UIT-VSFC,education,train
"thầy nhiệt tình , tận tâm giúp đỡ sinh viên .",positive,UIT-VSFC,education,train
"dạy quá chậm , quá cặn kẽ .",negative,UIT-VSFC,education,train
thầy wzjwz174 ít cho bài tập về nhà .,negative,UIT-VSFC,education,train
thầy đôi khi nói hơi khó hiểu .,negative,UIT-VSFC,education,train
"giảng viên tận tâm , nhiệt tình , hỗ trợ giải đáp thắc mắc môn học cho sinh viên .",positive,UIT-VSFC,education,train
"nên đi sâu vào vấn đề , giúp sinh viên hiểu tốt môn học , và nên có những ứng dụng cụ thể mà môn học đem lại .",negative,UIT-VSFC,education,train
làm bài tập .,neutral,UIT-VSFC,education,train
cứ ngỡ được 10 điểm là chắc chắn rồi .,negative,UIT-VSFC,education,train
thầy yêu cầu quá cao đối với một sinh viên có thể tiếp thu mọi kỹ năng cần truyền đạt vào một đồ án .,negative,UIT-VSFC,education,train
thêm phòng thiết bị để thực hành .,negative,UIT-VSFC,education,train
dễ hiểu đầy đủ .,positive,UIT-VSFC,education,train
điểm .,neutral,UIT-VSFC,education,train
"giáo viên tốt bụng , vui tính .",positive,UIT-VSFC,education,train
"slide quá khó hiểu , nhiều chỗ không giải thích rõ ràng , đặc biệt là các bài hướng dẫn thực hành .",negative,UIT-VSFC,education,train
"nói rõ mục tiêu cũng như các bước làm của lab , khối lượng bài tập vừa phải .",positive,UIT-VSFC,education,train
giải đáp kịp thời những thắc mắc cho sinh viên .,positive,UIT-VSFC,education,train
"giảng viên nhiệt tình , phương pháp dạy dễ tiếp cận , dễ hiểu .",positive,UIT-VSFC,education,train
"phòng học cần lắp thêm quạt và ổ cắm vì sinh viên phải sử dụng laptop để làm bài tập , cần có thêm màn che cửa sổ để có thể theo dõi bài giảng trên slide tốt hơn .",negative,UIT-VSFC,education,train
bài tập không cho ví dụ về nhà để xem lại .,negative,UIT-VSFC,education,train
giảng viên thiếu rất nhiều hoạt động để việc học bớt nhàm chán khi quá bám sát bài học .,negative,UIT-VSFC,education,train
"thầy dạy dễ hiểu , rất hài lòng .",positive,UIT-VSFC,education,train
"micro và các thiết bị âm thanh , máy chiếu cần nâng cấp .",negative,UIT-VSFC,education,train
"cách giảng bài dễ hiểu , hay .",positive,UIT-VSFC,education,train
đầy đủ kiến thức .,positive,UIT-VSFC,education,train
chất lượng phòng máy rất tệ .,negative,UIT-VSFC,education,train
"thầy giảng ngắn gọn , đầy đủ .",positive,UIT-VSFC,education,train
tốt giỏi chu đáo .,positive,UIT-VSFC,education,train
"tuy có phần chém gió kinh điển nhưng kiến thức , hiểu biết rộng , đặc biệt về công nghệ .",positive,UIT-VSFC,education,train
"chờ học sinh gửi email mới show được slide to lên , giảng cho qua loa không hỏi học sinh có hiểu gì hay không ?",negative,UIT-VSFC,education,train
tạo niềm vui cho bọn em tuy lý thuyết bọn em rất đuối sức .,positive,UIT-VSFC,education,train
"nhiệt tình , truyền cảm hứng .",positive,UIT-VSFC,education,train
"thầy hài hước , giọng truyền cảm .",positive,UIT-VSFC,education,train
"thầy dạy rất nhiệt tình , tâm huyết , dễ hiểu .",positive,UIT-VSFC,education,train
